Frequency [Hz], |S02| [-], |S12| [-], |S22| [-], |S32| [-], Arg(S02) [-], Arg(S12) [-], Arg(S22) [-], Arg(S32) [-], Delay 2>0 [s], Delay 2>1 [s], Delay 2>2 [s], Delay 2>3 [s], |Z2| [Ohm] , Arg(Z2) [-]
2.000000e+08, 7.118154e-02, 2.120980e-02, 7.225818e-02, 1.029432e+00, 1.109631e+00, -2.285116e+00, 2.198903e+00, -5.369532e-01, 5.280627e-10, 6.197132e-10, 6.451666e-10, 4.276961e-10, 4.594029e+01, 1.170110e-01
2.038000e+08, 7.220409e-02, 2.155793e-02, 7.185391e-02, 1.029073e+00, 1.097022e+00, -2.299912e+00, 2.183499e+00, -5.471649e-01, 5.230618e-10, 6.181926e-10, 6.518323e-10, 4.270153e-10, 4.604494e+01, 1.176315e-01
2.076000e+08, 7.321770e-02, 2.190368e-02, 7.144628e-02, 1.028720e+00, 1.084534e+00, -2.314672e+00, 2.167936e+00, -5.573604e-01, 5.182161e-10, 6.166725e-10, 6.584647e-10, 4.263610e-10, 4.615082e+01, 1.182171e-01
2.114000e+08, 7.422232e-02, 2.224701e-02, 7.103535e-02, 1.028374e+00, 1.072161e+00, -2.329396e+00, 2.152214e+00, -5.675402e-01, 5.135184e-10, 6.151532e-10, 6.650773e-10, 4.257326e-10, 4.625787e+01, 1.187669e-01
2.152000e+08, 7.521792e-02, 2.258789e-02, 7.062123e-02, 1.028033e+00, 1.059900e+00, -2.344083e+00, 2.136335e+00, -5.777051e-01, 5.089619e-10, 6.136352e-10, 6.716825e-10, 4.251294e-10, 4.636608e+01, 1.192798e-01
2.190000e+08, 7.620447e-02, 2.292628e-02, 7.020399e-02, 1.027700e+00, 1.047748e+00, -2.358734e+00, 2.120297e+00, -5.878555e-01, 5.045407e-10, 6.121184e-10, 6.782922e-10, 4.245510e-10, 4.647539e+01, 1.197551e-01
2.228000e+08, 7.718194e-02, 2.326213e-02, 6.978375e-02, 1.027372e+00, 1.035701e+00, -2.373349e+00, 2.104102e+00, -5.979921e-01, 5.002490e-10, 6.106031e-10, 6.849173e-10, 4.239969e-10, 4.658578e+01, 1.201919e-01
2.266000e+08, 7.815032e-02, 2.359542e-02, 6.936060e-02, 1.027052e+00, 1.023757e+00, -2.387928e+00, 2.087749e+00, -6.081155e-01, 4.960817e-10, 6.090893e-10, 6.915684e-10, 4.234666e-10, 4.669721e+01, 1.205894e-01
2.304000e+08, 7.910960e-02, 2.392609e-02, 6.893467e-02, 1.026740e+00, 1.011913e+00, -2.402471e+00, 2.071237e+00, -6.182263e-01, 4.920341e-10, 6.075769e-10, 6.982553e-10, 4.229598e-10, 4.680964e+01, 1.209469e-01
2.342000e+08, 8.005977e-02, 2.425413e-02, 6.850607e-02, 1.026434e+00, 1.000165e+00, -2.416978e+00, 2.054566e+00, -6.283249e-01, 4.881017e-10, 6.060659e-10, 7.049874e-10, 4.224759e-10, 4.692302e+01, 1.212637e-01
2.380000e+08, 8.100082e-02, 2.457949e-02, 6.807492e-02, 1.026136e+00, 9.885111e-01, -2.431448e+00, 2.037733e+00, -6.384120e-01, 4.842806e-10, 6.045561e-10, 7.117736e-10, 4.220147e-10, 4.703733e+01, 1.215392e-01
2.418000e+08, 8.193277e-02, 2.490213e-02, 6.764135e-02, 1.025846e+00, 9.769484e-01, -2.445882e+00, 2.020739e+00, -6.484880e-01, 4.805669e-10, 6.030473e-10, 7.186224e-10, 4.215756e-10, 4.715252e+01, 1.217727e-01
2.456000e+08, 8.285561e-02, 2.522204e-02, 6.720550e-02, 1.025564e+00, 9.654743e-01, -2.460281e+00, 2.003581e+00, -6.585536e-01, 4.769572e-10, 6.015394e-10, 7.255419e-10, 4.211583e-10, 4.726856e+01, 1.219637e-01
2.494000e+08, 8.376936e-02, 2.553916e-02, 6.676751e-02, 1.025290e+00, 9.540865e-01, -2.474643e+00, 1.986258e+00, -6.686092e-01, 4.734482e-10, 6.000320e-10, 7.325398e-10, 4.207625e-10, 4.738540e+01, 1.221117e-01
2.532000e+08, 8.467404e-02, 2.585347e-02, 6.632751e-02, 1.025024e+00, 9.427824e-01, -2.488970e+00, 1.968768e+00, -6.786554e-01, 4.700371e-10, 5.985249e-10, 7.396235e-10, 4.203876e-10, 4.750301e+01, 1.222161e-01
2.570000e+08, 8.556965e-02, 2.616495e-02, 6.588567e-02, 1.024767e+00, 9.315597e-01, -2.503260e+00, 1.951108e+00, -6.886926e-01, 4.667209e-10, 5.970177e-10, 7.468001e-10, 4.200335e-10, 4.762134e+01, 1.222765e-01
2.608000e+08, 8.645623e-02, 2.647355e-02, 6.544213e-02, 1.024517e+00, 9.204162e-01, -2.517515e+00, 1.933278e+00, -6.987214e-01, 4.634971e-10, 5.955100e-10, 7.540765e-10, 4.196995e-10, 4.774035e+01, 1.222924e-01
2.646000e+08, 8.733378e-02, 2.677925e-02, 6.499706e-02, 1.024276e+00, 9.093497e-01, -2.531733e+00, 1.915273e+00, -7.087422e-01, 4.603633e-10, 5.940014e-10, 7.614592e-10, 4.193855e-10, 4.786001e+01, 1.222635e-01
2.684000e+08, 8.820234e-02, 2.708201e-02, 6.455061e-02, 1.024044e+00, 8.983580e-01, -2.545916e+00, 1.897093e+00, -7.187555e-01, 4.573173e-10, 5.924915e-10, 7.689545e-10, 4.190909e-10, 4.798026e+01, 1.221892e-01
2.722000e+08, 8.906194e-02, 2.738182e-02, 6.410295e-02, 1.023820e+00, 8.874391e-01, -2.560062e+00, 1.878733e+00, -7.287617e-01, 4.543569e-10, 5.909798e-10, 7.765683e-10, 4.188155e-10, 4.810107e+01, 1.220694e-01
