Frequency [Hz], |S00| [-], |S10| [-], |S20| [-], |S30| [-], Arg(S00) [-], Arg(S10) [-], Arg(S20) [-], Arg(S30) [-], Delay 0>0 [s], Delay 0>1 [s], Delay 0>2 [s], Delay 0>3 [s], |Z0| [Ohm] , Arg(Z0) [-]
2.000000e+08, 1.049876e-01, 1.010975e+00, 6.976203e-02, 2.172226e-02, 2.337337e+00, -5.127792e-01, 1.094866e+00, -2.244621e+00, 7.093697e-10, 4.145584e-10, 5.015426e-10, 6.692793e-10, 4.324808e+01, 1.517581e-01
2.038000e+08, 1.042341e-01, 1.011375e+00, 7.089023e-02, 2.207945e-02, 2.320400e+00, -5.226772e-01, 1.082891e+00, -2.260601e+00, 7.083586e-10, 4.152444e-10, 4.986315e-10, 6.639665e-10, 4.340498e+01, 1.530598e-01
2.076000e+08, 1.034735e-01, 1.011766e+00, 7.201059e-02, 2.243526e-02, 2.303487e+00, -5.325916e-01, 1.070985e+00, -2.276454e+00, 7.074610e-10, 4.159000e-10, 4.958544e-10, 6.590382e-10, 4.356274e+01, 1.542690e-01
2.114000e+08, 1.027059e-01, 1.012148e+00, 7.312279e-02, 2.278945e-02, 2.286596e+00, -5.425217e-01, 1.059146e+00, -2.292189e+00, 7.066745e-10, 4.165254e-10, 4.932042e-10, 6.544557e-10, 4.372128e+01, 1.553869e-01
2.152000e+08, 1.019316e-01, 1.012520e+00, 7.422654e-02, 2.314183e-02, 2.269723e+00, -5.524667e-01, 1.047371e+00, -2.307815e+00, 7.059971e-10, 4.171211e-10, 4.906737e-10, 6.501833e-10, 4.388051e+01, 1.564145e-01
2.190000e+08, 1.011510e-01, 1.012881e+00, 7.532155e-02, 2.349221e-02, 2.252866e+00, -5.624259e-01, 1.035655e+00, -2.323339e+00, 7.054275e-10, 4.176874e-10, 4.882557e-10, 6.461881e-10, 4.404034e+01, 1.573526e-01
2.228000e+08, 1.003643e-01, 1.013233e+00, 7.640757e-02, 2.384044e-02, 2.236024e+00, -5.723987e-01, 1.023998e+00, -2.338767e+00, 7.049647e-10, 4.182246e-10, 4.859431e-10, 6.424401e-10, 4.420069e+01, 1.582024e-01
2.266000e+08, 9.957177e-02, 1.013573e+00, 7.748434e-02, 2.418635e-02, 2.219192e+00, -5.823843e-01, 1.012395e+00, -2.354106e+00, 7.046079e-10, 4.187331e-10, 4.837291e-10, 6.389123e-10, 4.436148e+01, 1.589649e-01
2.304000e+08, 9.877368e-02, 1.013903e+00, 7.855164e-02, 2.452983e-02, 2.202369e+00, -5.923820e-01, 1.000846e+00, -2.369361e+00, 7.043571e-10, 4.192133e-10, 4.816072e-10, 6.355802e-10, 4.452262e+01, 1.596413e-01
2.342000e+08, 9.797031e-02, 1.014221e+00, 7.960926e-02, 2.487074e-02, 2.185551e+00, -6.023912e-01, 9.893466e-01, -2.384536e+00, 7.042122e-10, 4.196654e-10, 4.795711e-10, 6.324216e-10, 4.468402e+01, 1.602325e-01
